SKU,Description
KP37900PX,"OVERHAUL KIT, FORD 10R80 W/O PISTONS"
K82900W-99,"PISTON KIT, ZF9HP48 , CHRYSLER 948TE (2014-2023) (HONDA/ACURA, JEEP/CHRYSLER, LAND ROVER) (EXC 2015 CHRYSLER 200 3.6L, 6 CYL) (02 PISTONS)"
STMAISIN14,"ST MODULE, 09D AW TR60SN (VW TOUREG 4.2L V8) 2002-UP (30 PLATES)"
77964-08K,"O-RINGED END PLUG, 3/4 RELAY 4L60E, 4L65E, 4L70E"
SUB-K8389,"SUB KIT, VALVE BODY ORIFICES ZF5HP19/FL/FLA"
SC-4L60,"SURE CURE KIT, GM 4L60 (TH700-R4)"
104740-09K,"VALVE KIT, COMPENSATOR FEED REGULATOR, GM 6L45, 6L50, 6L80, 6L90, 6T30 (GEN 1), 6T40 (GEN 1), 6T45 (GEN 1), 6T50 (GEN 1) (CONTAINS: VALVE, SLEEVE, SPRING, RETAINING CLIP)"
VB-FIX,"TOOL, VALVE BODY REAMING FIXTURE"
BT4Z-7Z490-B,"VALVE BODY PLATE, FORD 6F50, 6F55 (OEM)"
77917-06,"VALVE, OVERSIZED PRESSURE REGULATOR, TH200-4R, 4L60"
512154,"FR PLATE, NISSAN RE5R05A, B1 BRAKE (02-UP) (OEM# 31662-95X00) (H.E.Blk- 40T- OD:6.595""-"
323612,"HUB, FRONT PLANET SUNSHELL WITH GEAR, NISSAN JF015E (23 TEETH)"
K7900Q,"MASTER KIT, TW-40LE/LS W/PISTONS"
K79900Q-99,"PISTON KIT, TW-40LE/LS"
K78900GX,"OVERHAUL KIT, CHRYSLER AS68RC W/O PISTONS"
F-846067.01,"BEARING, NISSAN JF414E (56X86X25 W4O9)"
323235C,"BEARING, NISSAN JF015E (RE0F11A), MITSUBISHI F1CJB, PRIMARY PULLEY (FRONT) (82MM OD, 30 MM ID, 14.5 MM WIDTH) (ENGINES 1.6L OR OVER)"
77754-35K,"VALVE KIT, GM 4L60E, 6L65E, 4L70E, FORWARD AND REVERSE ABUSE VALVE KIT (CONTENTS: VALVE, PLUG, SPRING)"
K7900P-1F,"FR MODULE, SUZUKI A174 (SN413, SN415)"
STMHYUND09,"ST MODULE, HYUNDAI A8TR1"
K6900EA,"OVERHAUL KIT, FORD MX MEDIUM CASE"
DB5Z-7275-E,"MCS, TRANSFER CASE OUTPUT SHAFT SEAL (07-19) (OEM# DB5Z-7275-E) (REPLACES OEM# 8T4Z-7275-CD, 8T4Z-7275-DD, DB5Z-7275-A, DB5Z-7275-B, DB5Z-7275-C, DB5Z-7275-D)"
K7900S,"MASTER KIT, GM AW80-40LS W/PISTONS (2013-ON)"
K77900JJ-MD,"OVERHAUL KIT, HYUNDAI A4CF0"
ATK-089,"CVT CHAIN, JF016E (REPLACES ATK-074)"
K82900BB-99,"PISTON KIT, ZF8HP65A, ZF8HP75"
K75900M-99,"PISTON KIT U540E, A4LB-1 (07 PCS)"
DP2547,"OVERHAUL KIT, FNR5 W/O PISTONS (DURAPRENE GASKET) (TRANSTEC)"
K40900S-99,"PISTON KIT, VW 0AW"
K75900W-99,"PISTON KIT, U880E/F, U881E/F, TG81SC, GA8F22AW, AW8F35 (05 PISTONS)"
512921,"FR PLATE, HONDA MCVA, MRVA, BZKA, MZKA, GPLA, GPPA, 4TH, 5TH (OEM# 22544-P7T-003, 22545-P7T-003) (H.E.Blk- 44T- OD:4.854""- Radial+C)"
0501-213-959,"SOLENOID, ZF6HP26 BLUE CONNECTOR (EDS #2, #4, #5) (2006-2010) (IND# 95432D) (OEM# 0501-213-959)"
86602,"PISTON, TOYOTA A761, A760H, FORWARD (OEM# 35602-50020)"
K58300E,"RING KIT, JATCO JF506E, 09A"
F00HZ30038,"SOLENOID ASSEMBLY, FORD 6F50, 6F55 (BOSCH) (OEM# AA5Z-7G391-A, AA5P-7Z369-AA, DA8P-7G391-AA, DA8P-7G391-AB, 74TP-7Z369-AE, 8A8P-7Z369-AA, AA5Z-7G391-A)"
206753A,"ST MODULE, FORD 6R140 (03/14-ON)"
K6200TA-1F,"FR MODULE, NISSAN RE7R01A, JR710E"
RCP96-261,"FR MODULE, TOYOTA AB60E, AB60F"
R810751,"FR PLATE, ALLISON MT640 SER EXCEPT 644, 654 LOCK UP (TORQUE CONVERTER) (OEM# 23046108) (GRAPHITIC- 56T- OD:12.380""-2MP)"
K83900C,"OVERHAUL KIT, ZF4HP18 FWD, SAAB 900 (81-97), ALFA ROMEO, LANCIA, CITROEN (XM) 89-98, PEUGEOT (605) 89-98"
K3300P-1F,"FR MODULE, FORD 10R80, GM 10L80 (17-ON)"
U56556,"DRUM, C-3, A4LD, 4R44E, REVERSE BAND (USES ROLLER TYPE SPRAG) (10 LUGS)"
SK-A4LD-JR,"SHIFT KIT, FORD A4LD (1984-ON)"
RGPZ-019,"FR MODULE, GM 8L90 (15-UP) (RAYBESTOS)"
24230820,"PLATE, BACKING PLATE, 1-2-3-4 CLUTCH (19 T)"
RCPS-48,"FR MODULE, HONDA C4, L4, M48A, ML4A (86-91) (STAGE-1 PERFORMANCE)"
STMHONDA09,"ST MODULE, HONDA ACURA CA (INTEGRA) (86-97)"
BR3Z-7902-FA,"TORQUE CONVERTER, FORD OEM"
40707D,"GEAR, SECONDARY FINAL DRIVE, HONDA CVT 2015-2020 (51 TEETH - 2 GROOVE, 21 TEETH - NO GROOVE)"
K77900RR-99,"PISTON KIT, HYUNDAI A8LF1"
SBK-G80,"BEARING KIT, GM 6L80E, 6L90E (07 PCS)"
K5200ZC-1F,"FR MODULE, GM 6T40E (3RD GEN)"
K73900U-MD,"OVERHAUL KIT, NISSAN JF016E, RE0F10D W/PISTONS (FARPAK GASKET)"
46313-2F100,"SOLENOID, HYUNDAI GAMMA CVT (USES 2 PER TRANSMISSION)"
K48900GL,"OVERHAUL KIT, HONDA MLYA, SLYA"
45683-4E030,"SPRAG, HYUNDAI KIA A8TR1 (ID: 157.80 MM, OD: 201.30 MM) (REPLACES 45683-4E020) (OEM# 45683-4E030)"
24237594,"LUBE SCOOP, DRIVE LINK SPROCKET, GM 6T40E (OEM)"
KP59900HX,"OVERHAUL KIT, FORD 8F35 W/O PISTONS"
K82900DD-99,"PISTON KIT, ZF8HP50, CHRYSLER 850RE"
163740B,"VALVE BODY, SUBARU TR580 LINEARTRONIC (USED)"
TO-N-21,"BEARING RACE, TORQUE CONVERTER, TOYOTA U760E (TM-60LS) (TANG COUNT: 4 OD) (INNER DIA.: 1.457"") (OUTER DIA.: 3.251"") (THICKNESS: 0.031"")"
K59900YB-99,"PISTON KIT, FORD 6F15 (2016-2020)"
STMGM17,"ST MODULE, GM 700-R4 4L60/E WAVD MOD L87-ON USE W/ RCPS-15"
135752A,FR MODULE SUBARU 5 SPEED (5EAT) 2005-On
104740-23K,"PLUG KIT, O-RINGED END PLUG KIT, GM 6L45, 6L50, 6L80, 6L90"
RCP96-256,"FR MODULE, NISSAN RE0F10A / JF011E (CVT) 07-UP/JF017E/ RE0F10E 2012-UP"
57954,"SOLENOID, TOYOTA U140E, SL1 SHIFT 1 SHIFT SOLENOID #1 (OEM# 35210-21010)"
RCP96-194,"FR MODULE, TOYOTA A340 (SEQUOIA, TUNDRA) (00-UP)"
K9800KD,"MASTER KIT, HONDA PYRA, PLWA, PF5A, PJ7A -119MM, 135MM- 4 SHAFT 6 SPEED (W/ 5.730"" OD 3-6 DRUM)"
48800-02230,"VALVE BODY, HYUNDAI KAPPA CVT"
104984-01,"PISTON, GM 6L80, 6L90, 1-2-3-4 HEAVY DUTY (REPLACES OEM# 24238700, 24224146, 24266364)"
45689-3B810,"SPRAG, HYUNDAI A6MF1-2, A6MF2H (REPLACES OEM# 45689-3B600, 45689-3B800)"
90428C,"SOLENOID, DUAL LINEAR, HONDA ACCORD, CR-V, ACURA (IND# 90428C) (OEM# 28260-PRP-014)(AFTERMARKET)"
K7100S-1F,"FR MODULE, MAZDA C/EW6A-EL"
KP74900JX,"OVERHAUL KIT, ALLISON 1000/2000 (2006-2009) W/O PISTONS"
KP82900J,"OVERHAUL KIT, ZF6HP26A (09E)"
SK-RE4F04B,"SHIFT KIT, NISSAN RE4F04B (2000-2006)"
46588,"COVER, SERVO COVER, FORD CD4E (OEM# F4RZ-7D027-A)"
K79900RX-MD,"OVERHAUL KIT, TF-82SC W/O PISTONS (2013-16)"
U169756A,"HOUSING ASSY, 2ND BRAKE, TOYOTA U140, U240, U241, U250 (ALUMINUM) (13 OUTER LUGS)"
K7800J-1F,"FR MODULE, ISUZU A460. TOYOTA A860E"
45689-3B800,"*** USE 45689-3B810 *** SPRAG, HYUNDAI A6MF1-2, A6MF2H (REPLACES OEM# 45689-3B600)"
K3300S-1F,"FR MODULE, ALLISON 10L1000 (2020-2023)"
K3300S-1S,"ST MODULE, ALLISON 10L1000"
K75900WA-99,"PISTON KIT, GM AF50-8, GA8F22AW, TG-81SC (04 PISTONS)"
K75900WBVX-MD,"OVERHAUL KIT, GA8F22AW, TG-81SC W/O PISTONS"
K7700RR-1S,"ST MODULE, HYUNDAI A8LF1"
127752B,"FR MODULE, R4A11/12 PAJERO MINI 00-11"
K7300L-1S,"ST MODULE, SUZUKI JF414E SWIFT 12-15, NISSAN RE4F03C 12-15"
319777-13,"BOLT SET, FRONT COVER TO STATOR, ZF8HP45/X (2011-UP) (13 BOLTS W/WASHERS) (71 MM  LONG) (71 MM X 53 MM X 7 MM)"
K77900P,"OVERHAUL KIT, HYUNDAI W4A32-1 AWD"
45320-4G110,"REAR COVER, HYUNDAI KIA A8LF1 (OEM# 45320-4G110)"
46100-4G100,"PUMP, HYUNDAI KIA A8LF1 (OEM# 46100-4G100)"
K56900N-99,"*** USE 56637 *** PISTON KIT, MERCEDES BENZ 724.0"
52-0473,"SOLENOID, AW55-50SN, SS4 SHIFT SOLENOID 3-4 AND 4-5 (13.5 OHM) (IND# 59929D)"
K25430B,"SOLENOID SET, VW DQ250 DSG 02E (11 SOLENOIDS) (USED)"
R585N/S,"TORQUE CONVERTER, CHRYSLER 62TE"
K9800Q-1S,"ST MODULE, HONDA BC5A, BCGA, BLJA, BLKA, BRGA, BRHA, BRJA, BRKA, MC4A, MCKA"
123958A,"SENSOR, OUTPUT, VSS, NISSAN RE5R05A CAST# RS-609 (3 PIN CONNECTOR) (OEM# 45207-4C000, 45207-4C100, 45207-4C110)"
STMSUBRU22,"ST MODULE, SUBARU TR580 (11 PLATES)"
12665165,"RING KIT, ENGINE PISTON"
K9800U-1S,"ST MODULE, HONDA G2AA, GYCA, M3WC, GTAA, JDJC, GPAA, SOMA, G2SA"
K7700HH-1F,"FR MODULE, HYUNDAI A6MF2H HYBRID (2011-2015)"
K77300R,"RING KIT, F4A41, F4A42, F4A51, F5A51"
077254ATUP10,"SNAP RING, CHRYSLER A604, A6060, LOW/REVERSE (SOLD AS PACK OF 10 PCS)"
31918-3MX0AX,"NEUTRAL SWITCH, NISSAN JF414 VERSA (AFTERMARKET) (OEM# 31918-3MX0A)"
SK-RE4F03B,"SHIFT KIT, NISSAN RE4F03A, RL4F03A, RE4F03B (2000-05)"
24045609,"WIRE HARNESS, GM 8L45, 8L90 (PASS THROUGH CONNECTOR) (REPLACES OEM# 24297371) (OEM# 24045609)"
K5900H-1F,"FR MODULE, FORD 8F35"
K36900W-99,"PISTON KIT, FORD 10R140 (GAS AND DIESEL) (2020-2023)"
22229-07K,"SERVICE KIT, NEUTRAL SAFETY BACK-UP INSULATOR SERVICE KIT, CHRYSLER 42RE, 42RH, 44RE, 44RH, 46RE, 46RH, 47RE, 48RE  (02-UP, WITH 5 TERMINAL SWITCH) (CONTENTS: INSULATOR, STEEL POP RIVET)"
K7500Z-1S,"ST MODULE, TOYOTA UA80E/F"
24248867,"NEUTRAL SWITCH, GM 4L70E (2009-UP) (OEM# 24248867)"
K7900S-1S,"ST MODULE, GM AW80-40LS (2013-UP)"
K7100R-1S,"ST MODULE, MAZDA FW6A-EL (2012-UP)"
84540-07010X,"NEUTRAL SWITCH, TOYOTA U760E (REPLACES OEM# 64540-33010) (AFTERMARKET)"
LF6W-14-700AX,"OIL COOLER, MAZDA 3, 5, 6 CX7 (W/GASKET) (OEM# LF6W-14-700A)"
K82900FFX,"OVERHAUL KIT, ZF8HP65A W/O PISTONS"
K77900NNX,"OVERHAUL KIT, HYUNDAI A6MF2H, SONATA HYBRID (16-20) KIA OPTIMA HYBRID (16-20) W/O PISTONS"
K7700NN-1F,"FR MODULE, HYUNDAI A6MF2H (2016-2020)"
K7700NN,"MASTER KIT, HYUNDAI A6MF2H (2016-2020) W/PISTONS"
82125-33100,"WIRE HARNESS, TOYOTA U660E, U760E (W/CONNECTOR) (OEM# 82125-33100)"
53575P,"FILTER, SOLENOID ASSEMBLY, FORD 5R55W, 5R55S (02-10)"
K78900HX,"OVERHAUL KIT, AS66RC, AS69RC W/O PISTONS"
K78900H-99,"PISTON KIT, DODGE CHRYSLER AS66RC, AS69RC (03 PISTONS)"
K7700LM,"MASTER KIT, HYUNDAI A6MF1-2 W/PISTONS"
K7700LM-1S,"ST MODULE, HYUNDAI A6MF1-2"
K7700LL-1S,"ST MODULE, HYUNDAI A6GF1-2"
33698,"PISTON, 1-2-7-8 REVERSE CLUTCH, GM 8L45 (OEM# 24271698)"
K79900V-99,"PISTON KIT, VW 09G, TF-63SN (2014-2022) (03 PISTONS)"
46210-02420,"VALVE BODY, HYUNDAI A4CF0 (OEM# 46210-02420) (REPLACES OEM# 46210-02400)"
2920A097X,"OIL COOLER, MITSUBISHI OUTLANDER SPORT ASX, LANCER 2.0L 2008-2017 (OEM# 2920A097)"
K73900ZX-MD,"OVERHAUL KIT, NISSAN JF019E (RE0F10J) W/O PISTONS"
K73900Z-99,"PISTON KIT, NISSAN JF019E (RE0F10J)"
K7300Z-1S,"ST MODULE, NISSAN JF019E, RE0F10J"
105740-01K,"CLIP INSERT, SOLENOID STABILIZATION CLIP INSERT, 10L1000, 10L60 (GEN. 1), 10L60 (GEN. 2), 10L80 (GEN. 1), 10L80 (GEN. 2), 10L90 (GEN. 1), 10L90 (GEN. 2), 10R140, 10R60, 10R80, 10R90 (PACKAGE OF 06 PCS)"
BK-K310,"BEARING KIT, TOYOTA K310, K313 (INCLUDES 01 PCS B49-10UR: 49X87X14MM,  01 PC B33Z-15UR: 33.5X76X11MM, 01 PC B43-8: 43X87X19.5MM, 01 PC YTM244618AM: 24X45X18MM)"
STMCHRY05,"ST MODULE, CRHYSLER 845RE, 850RE"
K98900G-99,"PISTON KIT, HONDA MCVA (2WD), MRVA (4WD), BZKA (2WD), MZKA (4WD) (02 PISTONS)"
C180-A321-A,"VALVE BODY, NISSAN JF414E, RE4F03C (2015-2018)"
K41900P,"OVERHAUL KIT, TH-180 (POSTAL VEHICLE) (1987-1995)"
RCP96-289,"FR MODULE, TOYOTA U250E (2002-ON)"
RCP96-301,"FR MODULE, NISSAN RE4F04B (2002-2006)"
72960-18K,"SMART-TECH OVERDRIVE CLUTCH, CHRYSLER 68RFE (REPLACES 72960-16K)"
1094.298.001,"OIL PAN, ZF9HP48, LAND ROVER EVOQUE DISCOVERY SPORT (OEM) (OEM# 1094.298.001)"
1068.298.062,"FILTER W/PAN, ZF6HP26, WITH SLEEVE, BOLTS AND 7 BOTTLES QT. OIL (OEM# 1068.298.062)"
KP59900KX,"OVERHAUL KIT, FORD 8F24 W/O PISTONS. (2019-24)"
K59900K-99,"PISTON KIT, FORD 8F24"
K3700PWO-A,"BANNER KIT, FORD 10R80 W/PISTONS"
24298741,"OIL BAFFLE, GM 9T65 (OEM# 24298741) (REPLACES OEM# 24289007, 24271418)"
K75900TX-MD,"OVERHAUL KIT, TOYOTA K111, K112 (CVT) W/O PISTONS"
27710B,"FILTER, ALLISON 6"" FOR DEEP SUMP, B-300, B-400, MD-3060, MD-3560, B-500, DH-4060, HD-4560 (OEM# 29538232, 29509723, 29505965)"
K7900U,"MASTER KIT, VW 09P AQ450-8A (8 SP FWD) W/PISTONS"
K69900FX,"OVERHAUL KIT, SUBARU TR690 W/O PISTONS"
K69900F-99,"PISTON KIT, SUBARU TR690 (07 PISTONS)"
SUB-K7528A,SUB KIT
SUB-K7536,"SUB KIT, TOYOTA U340"
K56900PX,"OVERHAUL KIT, MERCEDES BENZ 725.0 (09G-TRONIC, NAG-3) JR913E (GE9R01A)  W/O PISTONS"
K56900P-99,"PISTON KIT, MERCEDES BENZ 725.0 (09G-TRONIC, NAG-3) JR913E (GE9R01A)  (03 PISTONS)"
24232635,"ST PLATE, GM 6T70, 6T75 , BACKING PLATE, LOW/REV (OEM) (REPLACES OEM# 24281006, 24232635, 24274520)"
K79900UX,"OVERHAUL KIT, VW 09P, AQ450-8A (8 SP - FWD) W/O PISTONS"
K73900YX-MD,"OVERHAUL KIT, NISSAN JF018E W/O PISTONS"
K98900AA-99,"PISTON KIT, HONDA PYKA, PYLA, PXYA, PT0A, PT0C, PT1A, PT1C, PT2A, PT2C, PB8A, MNXA, PMXA, PMXA, PFEA, PFDC, P1EA, P1FA, P1DA (10 SPEED) (04 PISTONS)"
K9800AA-1F,"FR MODULE, HONDA PYKA, PYLA, PXYA, PT0A, PT0C, PT1A, PT1C, PT2A, PT2C, PB8A, MNXA, PMXA, PMXA, PFEA, PFDC, P1EA, P1FA, P1DA (10 SPEED)"
45837-3B000,"GEAR SET, DIFFERENTIAL 4X2 (OEM# 45837-3B000)"
43810-2D005,"ACTUATOR ASSEMBLY GEAR, TUCSON 2015-2017 (OEM# 43810-2D005) (REPLACES OEM# 43800-2D000, 43800-2D005)"
43897-2D010,"WIRE, ACTUATOR ASSEMBLY, TUCSON 2015-2017 (OEM# 43897-2D010)"
U124710AK,"DRIVE TRANSFER ASSEMBLY, GM 6T70, FORD 6F50 (USED)"
K79900U-99,"PISTON KIT, VW 09P, AQ450-8A (8 SP - FWD)"
K6900V,"OVERHAUL KIT, FORD FX (SMALL CASE) (51-67)"
K7300KA-1F,"FR MODULE, NISSAN JF020E"
K7300T-1S,"ST MODULE, MITSUBISHI 2007-UP F6AJA (JF613E) 2007-UP"
U76594B,"RING GEAR, FORD 4R70W, 88 TOOTH W/O HOLE, 1"" LONG SLUGS (92-11) (USED) (OEM# FL3Y-7A233-A)"
5078911AB,"SOLENOID, EPC, CHRYSLER 41TE, 42RLE, 07-UP, OEM (IND: 92958B) REPLACES 5078335AB, 5078911AA"
K7700JJ-1S,"ST MODULE, HYUNDAI A4CF0"
K7700MM-1F,"FR MODULE, HYUNDAI A6MF1, A6MF2"
24265954,"ST PLATE, BACKING PLATE, GM 6L45, 6L50, 1-2-3-4 CLUTCH (THK: 7.10 MM)(ID: 156.35MM - 27 T)"
SUB-K3720,"SUB KIT,"
68020005AC,"NEUTRAL SWITCH, MLPS, CHRYSLER AS68RC (OEM# 68020005AC)"
K7700NN-1S,"ST MODULE, HYUNDAI A6MF2H (2016-2020)"
SBK-C21,"BEARING KIT, CHRYSLER 62TE (2007-2008 ONLY) (10 BEARINGS)"
STMFORD21,"ST MODULE, FORD 10R140 (6.7L DIESEL) (2020-ON)"
STMFORD24,"ST MODULE, FORD 10R140 (6.2L, 7.3 L GAS) (2020-ON)"
RGPZ-276,"FR MODULE, FORD 10R140 (6.7L DIESEL)"
RGPZ-281,"FR MODULE, FORD 10R140 (6.2L, 7.3L GAS)"
6L80-AFL-TK,"TOOL KIT, FOR 6L80-AFL-OS"
6L80-PR-TK,"TOOL KIT, REAMER AND GUIDE, FOR 6L80-PR-OS"
K73900Q-2,"SUB KIT, NISSAN JF017E 4WD"
84540-60050X,"NEUTRAL SWITCH, TOYOTA  AC60E, AC60F, 4RUNNER 2010-2017, TACOMA 2.7L, 3.5L 2016-2021 (7 PIN, 2 BLADE) (OEM# 84540-60050) (AFTERMARKET)"
U97630A,"CENTER SUPPORT, TOYOTA A340 (CAST 8931) (90-94) (USED)"
025521,MODULATOR C4 PUSHIN SAD GREEN 75+
026753A,SMOD FORD E4OD RWD 88-4/97
028753A,"ST MODULE, CHRYSLER A518, 46RH 90-93"
028753D,"ST MODULE, CHRYSLER A518/ A618 98-UP"
038752B,"FR MODULE, 4L30E, TH180 W/OD 90-97"
038753A,"ST MODULE, GM TH180/TH180C 69-ON"
041752C,"FR MODULE, FORD A4LD/E, 4R55E, 90+"
041753C,"ST MODULE, FORD A4LD/A4LDE 90+"
044753G,"ST MODULE, TOYOTA A42DL,44DL,45DL 84+"
048752A,"FR MODULE, GM TH125C 85+"
049752,"FR MODULE, FORD AOD 80+"
053752A,"FR MODULE, ZF3HP22 76-85"
053753E,SMOD ZF4HP24A without Transfer Case 89-99
054752,"FR MODULE, MERCEDES 722.0, 722.1, 722.2 (3 & 4 SPEED) (70-80)"
055753B,"SMOD AT540, 542, 545 70+"
058752A,FMOD HONDA 4SP 82-E84
058752Q,"FR MODULE, HONDA CIVIC SPCA, SMMA 5 SP 06+"
059752H,"FR MODULE, MITSUBISHI KM175-5,176,177 F4A21, F4A22, F4A23 4SP 89+"
059753B,"SMOD KM 170,171,172, 3 SPEED 79+"
064753A,"ST MODULE W4A040 722.311,13,23,50,53,62,64,65,70 81-97"
065753D,"ST MODULE, TOYOTA MX17 3 SPEED FWD 85+"
068752,"FR MODULE, RL4F02A (MAXIMA) (1985)"
069752C,FMOD AX4S 99+
071753,"SMOD W4A020 722.400,408,414,423 83-97"
075753Q,"ST MODULE, NISSAN RE4R01A,RL4R01A 96-ON"
077753,"ST MODULE, CHRYSLER A604/606, 42RLE 90+"
079731-310,ST KOMATSU REPLACES 3EA1511180
079753,"ST MODULE, BTR 85,91,93,95,97LE 90-97"
083753,"ST MODULE TOYOTA A440F,LANDCRUISER 85-89"
105753A,"ST MODULE, NISSAN RE4F04A/V, 4F20E 93-02"
108752,FMOD MITSUBISHI STEALTH F4A33-1 91+
114753A,SMOD 4T40E 4SP FWD W/TURBULA TR STEEL 98+
115752A,FMOD AW60-41SN 98+
119957B,"WIRE HARNESS, INTERNAL, VW 097,01N  W/CASE CONNECTOR AND OIL TEMP (90-UP) (AFTERMARKET) (OEM# 097-927-365D)"
136753,"ST MODULE, TOYOTA U140E 98+"
155301,"PISTON, RENAULT AL4, DPO, E1 CLUTCH APPLY 97-UP"
158940,FILTER  JF404E 00+
174752B,"FR MODULE,  RE5R05A ARMADA, PATHFINDER, TITAN"
175752B,"FR MODULE, SUZ 4AT JIMNY 00+"
195753B,"ST MODULE, GM 6L90E 07+"
196753,"ST MODULE, GM 6F50, 6F55, 6T70, 6T75 6 Speed 2007-On"
27450,"WASHER KIT 3N71B, 4N71B, F3A, N4AEL 71-ON"
28239,BUSHING KIT KM175 1985-88
32756,PUMP 4T40E
34130,"BUSHING KIT 095,096,098 (7 PCS)"
34890L,DIFFERENTIAL 4T45E SUNGEAR TEETH 34X30
350-0083,EXTERNAL WIRE HARNESS GM 4T65E 97-2011
42584CA-P,"PLANET W/ SPRAG KM175 (29 TOOTH, FWD SUN GEAR)"
45442-02702,"DRUM ASSY, HIGH CLUTCH, JF405E, (IND:N2432901)"
45482-02700,"DRUM ASSY, REV CLUTCH, JF405E, (IND:N2432902)"
45495-02700,"BEARING, JF405E HYUNDAI ATOZ, VISTO, MORNING"
45734-02700,"BEARING, SUN GEAR TO CARRIER, JF405E,(IND:N2432304)"
45783-38061,"SPRAG, MITSUBISHI LOW F4A32, F4A33-1 90-ON (IND: 37085)"
R475190T,"FRIC RNG, .075 TAN, CHRYSLER TF-6/TF-8, 10/4"" L/U"
48600-39000,"INHIBITOR (NEUTRAL) SWITCH, F1C1"
48620-39000,"INPUT SPEED SENSOR, MITSUBISHI F1C1"
4T65E-VB,VALVE BODY 4T65E (REMAN)  SOLD AS IS NO WARRANTY
50155BW,"SOLENOID, 4R55E/5R55E EPC 97-UP W/INDUCTIVE SIGNATURE"
5189840AB,"SENSOR, SECONDARY REVOLUTION JF011E (REPLACES OEM# 5189840AA)"
5189841AB,"SENSOR, PRYMARY REVOLUTION, JF011E (OEM# 5189841AB)"
52-0464-00-00,SOLENOID AW55-50SN LINE PRESSURE  (SLS) GREEN 01-09
56423B,"SHELL A4LD, 4R44E, DRIVING SNAP ON TYPE 89-94 (NO SENSOR HOLES)"
73747,"CD4E PLANET, 3 PINION 94-UP"
84756C,FRONT PUMP  NISSAN RE4R01A 97-UP
84970A,"WIRE HARNESS, INTERNAL 4T60-E  94-UP"
90512494,"SENSOR, BLACK, AW 60-40LE, AF13,(N2073501) OEM"
96253543,"SPEED POSITION SENSOR, AW81-40LE"
D96955,"SOLENOID EPC AXODE,AX4S  91-UP"
HO-16,"TORQUE CONVERTER HONDA CIVIC 1.5L  92-UP , CR-V BMXA"
K22950DL,"OVERHAUL KIT TF-8, A727  3 Speed RWD"
K27900L,"OVERHAUL KIT, FORD C-3 74-87"
K40900QX,"OVERHAUL KIT, VW 02E/DSG W/O PISTONS"
K40900RX,OVERHAUL KIT 01J AUDI 02-08 W/O PISTONS
K4100J,MASTER KIT 5L40E 2000-06
K45900AC,OVERHAUL KIT 3N71B 3 SPEED
K45900MS,"OVERHAUL KIT, F3A 81-96 FORD, GM, ISUZU, MAZDA KIT"
K48900D,"OVERHAUL KIT, ACURA B6VA 2.3CL (1998-1999)"
K48900R,"OVERHAUL KIT HONDA F4 Accord 86-89, Prelude SI (FI) 85-87"
K48900X,OVERHAUL KIT HONDA 3 SPEED
K48900Y,"OVERHAUL KIT M5DA,M5HA,MPYA HONDA"
SK-44-55E,SHIFT KIT 4R55E/5R55E 91-2002
K55900A,"OVERHAUL KIT MERCEDES 3/4 SP 722.0, 722.1, 722.2."
K56900G,"OVERHAUL KIT MERCEDES 5 SPEED, 722.6, WITH PISTON AND METAL CONVERTOR GASKET 96-16"
K56900L,OVERHAUL KIT MERCEDES 722.7 97-UP
K58900G,OVERHAUL KIT MX17 1985-01
K63900G,"OVERHAUL KIT, RE4F04A, RE4F04V, 4F20E 94-03"
K63900M,OVERHAUL KIT RL4F02A MAXIMA 85-UP
K69900B,OVERHAUL KIT 4EAT SUBARU 7/98-2014
K75900A,"OVERHAUL KIT, TOYOTA A130/131/132 3 SPEED"
K75900F,OVERHAUL KIT U240E/U241E TOYOTA W/PISTONS
K77900E,"OVERHAUL KIT, A4AF-2, A4BF-1 4 SPEED"
K77900K,"OVERHAUL KIT, F4A32-1, A4AF-1, 4 SPEED"
K77900U,"OVERHAUL KIT, F5A51 HYUNDAI"
K79900A,"OVERHAUL KIT, AW50-40/ 42 LE  FWD  4 SPEED (94-97)"
K79900C,"OVERHAUL KIT, AW50-40LE, AW50-42LE, LM (L97-04)"
K79900E,"OVERHAUL KIT, AW60-40LE/42LE (AF-13),Suzuki Esteem, Vauxhaul/Opel/Holden Astra, Corsa, Berina 1995-04, Monza (Mexico) 1996-03"
K79900FX,"OVERHAUL KIT,SUZUKI, WAGON R SR410,412 W/O PISTON"
K82900FX,"OVERHAUL KIT, ZF4HP16 W/O PISTONS"
K82900NA,"OVERHAUL KIT ZF6HP19/X, ZF6HP21/X"
K83900A,OVERHAUL KIT ZF4HP14 PEUGEOT 89-94 FWD
K83900L-99,PISTON KIT ZF4HP20( 3 PIECES)
K88900Y,OVERHAUL KIT TRANSFER CASE A340 TOYOTA
K89900F,OVERHAUL KIT TOYOTA A540E
K89900K,"OVERHAUL KIT AWD RAV4, CAMRY A540H *****TRANSFER CASE ONLY ******"
KP11900,"OVERHAUL KIT, ALLISON AT540, 542, 545"
KP34900FP,"OVERHAUL KIT, 4L80E W/PISTONS 97-06"
KP36900G,"OVERHAUL KIT, FORD E4OD 96-98"
KP36900T,"OVERHAUL KIT, FORD E4OD, 89-95"
KP37900,"OVERHAUL KIT, AOD / FIOD 80-93"
KP51900D,OVERHAUL KIT TH125C GM
KP53900E,OVERHAUL KIT A4LD 85-95
